2573,Tango (1998),143,1998,4,2,0,无
2178,Frenzy (1972),148,1972,4,4,0,无
55,Georgia (1995),178,1995,3,2,0,无
13,Balto (1995),189,1995,3.75,4,0,无
158,Casper (1995),115,1995,3.55555555555556,9,1,无
196,Species (1995),135,1995,3.25,8,1,无
171,Jeffrey (1995),181,1995,3.33333333333333,3,0,无
241,Fluke (1995),95,1995,3,1,0,无
184,Nadja (1994),100,1994,5,1,0,无
299,Priest (1994),106,1994,3.5,2,1,无
742,Thinner (1996),149,1996,3,1,0,无
282,Nell (1994),117,1994,4.33333333333333,3,2,无
382,Wolf (1994),161,1994,3.33333333333333,3,0,无
233,Exotica (1994),109,1994,4.2,5,0,无
506,Orlando (1993),171,1993,4.16666666666667,6,1,无
490,Malice (1993),159,1993,4,4,0,无
461,Go Fish (1994),98,1994,1.66666666666667,3,1,无
501,Naked (1993),111,1993,2.5,2,1,无
577,Andre (1994),189,1994,4,2,0,无
700,Angus (1995),152,1995,5,1,0,无
564,Chasers (1994),168,1994,3,1,0,无
639,Girl 6 (1996),156,1996,4,1,0,无
810,Kazaam (1996),128,1996,1,1,0,无
565,Cronos (1992),145,1992,3,2,0,无
711,Flipper (1996),111,1996,3,1,0,无
885,Bogus (1996),108,1996,4,1,0,无
911,Charade (1963),175,1963,4.42857142857143,7,0,无
903,Vertigo (1958),162,1958,4.23529411764706,17,0,无
162,Crumb (1994),176,1994,4.5,11,1,无
34,Babe (1995),180,1995,4.33333333333333,42,3,无
440,Dave (1993),141,1993,3.5,20,2,无
524,Rudy (1993),163,1993,4,18,1,无
837,Matilda (1996),183,1996,3.5,4,0,无
2490,Payback (1999),169,1999,3.5,22,4,无
456,Fresh (1994),119,1994,4,2,0,无
377,Speed (1994),126,1994,2.75,50,7,无
170,Hackers (1995),141,1995,2,5,0,无
379,Timecop (1994),130,1994,3.5,10,0,无
587,Ghost (1990),133,1990,3.4,28,1,无
6,Heat (1995),132,1995,4.01492537313433,23,0,无
320,Suture (1993),118,1993,4,1,0,无
175,Kids (1995),158,1995,4,4,0,无
2,Jumanji (1995),129,1995,3.94339622641509,24,2,无
785,Kingpin (1996),167,1996,4,10,1,无
223,Clerks (1994),137,1994,4.75,37,2,无
194,Smoke (1995),102,1995,3,4,1,无
132,Jade (1995),94,1995,3,2,0,无
22,Copycat (1995),100,1995,2,5,0,无
151,Rob Roy (1995),181,1995,4,11,0,无
256,Junior (1994),179,1994,2.5,8,1,无
190,Safe (1995),95,1995,3,3,0,无
235,Ed Wood (1994),170,1994,3.66666666666667,21,0,无
160,Congo (1995),117,1995,3,12,1,无
14,Nixon (1995),156,1995,5,4,0,无
765,Jack (1996),121,1996,3,4,2,无
808,Alaska (1996),167,1996,4,1,0,无
846,Flirt (1995),188,1995,4,3,0,无
942,Laura (1944),190,1944,4.125,8,0,无
974,Algiers (1938),171,1938,3,1,0,无
1063,Johns (1996),168,1996,5,1,0,无
948,Giant (1956),190,1956,2.66666666666667,3,0,无
764,Heavy (1995),95,1995,4.66666666666667,3,1,无
1487,Selena (1997),125,1997,4,3,1,无
809,Fled (1996),138,1996,0,40,899,无
2084,Newsies (1992),100,1992,5,1,0,无
1310,Hype! (1996),182,1996,3.66666666666667,3,0,无
1416,Evita (1996),171,1996,2.8,10,0,无
1407,Scream (1996),121,1996,3.91666666666667,12,2,无
1522,Ripe (1996),177,1996,4,1,0,无
1551,Buddy (1997),144,1997,3.5,2,0,无
1483,Crash (1996),158,1996,3,1,0,无
1414,Mother (1996),150,1996,3.33333333333333,3,0,无
945,Top Hat (1935),184,1935,3.83333333333333,6,0,无
1515,Volcano (1997),150,1997,2,1,0,无
1395,Tin Men (1987),131,1987,3.8,5,0,无
1432,Metro (1997),95,1997,2.66666666666667,3,0,无
1603,Mimic (1997),189,1997,2.83333333333333,6,0,无
1601,Hoodlum (1997),100,1997,3,1,0,无
1529,Nowhere (1997),153,1997,4,2,0,无
1609,187 (1997),98,1997,3,1,0,无
1599,Steel (1997),155,1997,1,1,0,无
1592,Air Bud (1997),148,1997,4,1,0,无
1034,Freeway (1996),136,1996,4,1,1,无
987,Bliss (1997),174,1997,3,1,0,无
1320,Alien锟?(1992),134,1992,4,18,2,无
1251,8 1/2 (1963),168,1963,5,5,0,无
1224,Henry V (1989),140,1989,4,8,1,无
1409,Michael (1996),185,1996,2,7,1,无
1199,Brazil (1985),185,1985,5,16,0,无
1502,Kissed (1996),189,1996,4,1,0,无
1380,Grease (1978),132,1978,4.33333333333333,18,0,无
1674,Witness (1985),98,1985,4,22,3,无
1101,Top Gun (1986),184,1986,4.4,27,2,无
852,Tin Cup (1996),135,1996,2.66666666666667,10,0,无
1411,Hamlet (1996),150,1996,3,11,3,无
1078,Bananas (1971),165,1971,4,9,0,无
1200,Aliens (1986),99,1986,4.8,37,2,无
1214,Alien (1979),110,1979,4.6,38,3,无
1388,Jaws 2 (1978),111,1978,2,6,1,无
1242,Glory (1989),125,1989,4.66666666666667,22,1,无
1225,Amadeus (1984),132,1984,4.57142857142857,31,2,无
1345,Carrie (1976),107,1976,5,10,0,无
866,Bound (1996),137,1996,4.33333333333333,15,2,无
1387,Jaws (1975),123,1975,4,35,5,无
1272,Patton (1970),144,1970,5,12,0,无
832,Ransom (1996),117,1996,2.5,13,0,无
1446,Kolya (1996),105,1996,3,7,1,无
1293,Gandhi (1982),148,1982,5,11,2,无
1584,Contact (1997),173,1997,3.16666666666667,36,3,无
997,Caught (1996),125,1996,0,547,510,无
1693,Amistad (1997),183,1997,3.5,6,0,无
1665,Bean (1997),134,1997,2,2,1,无
1702,Flubber (1997),108,1997,3.1,10,1,无
2252,Hero (1992),144,1992,3.83333333333333,6,0,无
1730,Kundun (1997),169,1997,4.25,4,1,无
1797,Everest (1998),107,1998,4.66666666666667,3,0,无
1925,Wings (1927),185,1927,4,1,0,无
1941,Hamlet (1948),153,1948,3,1,0,无
1964,Klute (1971),112,1971,4,3,0,无
1946,Marty (1955),185,1955,4,6,0,无
2027,Mafia! (1998),128,1998,3,2,0,无
2088,Popeye (1980),158,1980,3,9,0,无
2104,Tex (1982),183,1982,2,2,0,无
2232,Cube (1997),93,1997,4,1,0,无
2285,If.... (1968),159,1968,3,1,0,无
2181,Marnie (1964),131,1964,4.33333333333333,3,0,无
2188,54 (1998),95,1998,2.14285714285714,7,0,无
2260,Wisdom (1986),159,1986,2,1,0,无
2253,Toys (1992),95,1992,2.875,8,2,无
2311,2010 (1984),181,1984,3.76923076923077,13,1,无
2325,Orgazmo (1997),135,1997,3,1,1,无
2314,Beloved (1998),95,1998,2.5,4,0,无
2287,Them! (1954),185,1954,4.66666666666667,3,1,无
2437,Wilde (1997),116,1997,2,1,1,无
2389,Psycho (1998),131,1998,3.66666666666667,3,1,无
2448,Virus (1999),155,1999,2,2,0,无
2505,8MM (1999),170,1999,3,2,0,无
2526,Meteor (1979),104,1979,1.5,2,0,无
2520,Airport (1970),187,1970,4,1,0,无
2682,Limbo (1999),158,1999,3.5,2,0,无
1663,Stripes (1981),162,1981,3.66666666666667,16,0,无
1806,Paulie (1998),105,1998,3,3,1,无
2143,Legend (1985),154,1985,5,10,1,无
2148,House (1986),161,1986,3,3,1,无
1754,Fallen (1998),133,1998,3,8,0,无
1779,Sphere (1998),165,1998,2.5,13,2,无
1921,Pi (1998),110,1998,4,14,3,无
2374,Gung Ho (1986),109,1986,3,3,1,无
2100,Splash (1984),131,1984,3.375,32,5,无
1274,Akira (1988),129,1988,5,17,1,无
1954,Rocky (1976),135,1976,4,33,2,无
1077,Sleeper (1973),136,1973,2,13,1,无
2021,Dune (1984),120,1984,5,18,3,无
2407,Cocoon (1985),167,1985,3.66666666666667,23,1,无
1236,Trust (1990),106,1990,5,1,0,无
2105,Tron (1982),144,1982,3,25,1,无
1294,M*A*S*H (1970),122,1970,4.66666666666667,25,2,无
2193,Willow (1988),126,1988,4.33333333333333,22,2,无
2413,Clue (1985),172,1985,3.5,8,1,无
2432,Stepmom (1998),101,1998,4,3,0,无
1627,U Turn (1997),154,1997,3,6,0,无
2371,Fletch (1985),189,1985,4,13,1,无
1653,Gattaca (1997),125,1997,4.25,27,5,无
2645,Dracula (1958),173,1958,4,3,0,无
2644,Dracula (1931),182,1931,4,8,1,无
2729,Lolita (1962),146,1962,4,1,0,无
2929,Reds (1981),92,1981,4.25,4,0,无
2905,Sanjuro (1962),162,1962,4,1,0,无
2939,Niagara (1953),111,1953,3.5,2,0,无
3024,Piranha (1978),96,1978,3,2,0,无
1809,Hana-bi (1997),152,1997,0,276,270,无
2946,Help! (1965),187,1965,3.66666666666667,6,1,无
3015,Coma (1978),130,1978,4,1,0,无
3099,Shampoo (1975),133,1975,3.83333333333333,6,1,无
1951,Oliver! (1968),152,1968,3.75,4,0,无
3110,Country (1984),178,1984,4,3,0,无
3342,Birdy (1984),115,1984,4.33333333333333,3,0,无
3480,Lucas (1986),123,1986,3.66666666666667,3,0,无
2025,Lolita (1997),124,1997,3.33333333333333,3,1,无
3395,Nadine (1987),158,1987,3,2,0,无
2121,Cujo (1983),103,1983,2,2,0,无
3467,Hud (1963),138,1963,3.2,5,0,无
3596,Screwed (2000),112,2000,3.33333333333333,3,0,无
3677,Baraka (1992),132,1992,1,1,0,无
3553,Gossip (2000),190,2000,2.66666666666667,3,0,无
3729,Shaft (1971),125,1971,4,1,0,无
3723,Hamlet (1990),188,1990,3.42857142857143,7,1,无
3819,Tampopo (1986),136,1986,4,2,0,无
2241,Class (1983),142,1983,3,4,1,无
3871,Shane (1953),180,1953,4.5,8,0,无
3504,Network (1976),124,1976,5,11,0,无
2721,Trick (1999),101,1999,3,3,1,无
2580,Go (1999),110,1999,5,19,1,无
3261,Singles (1992),180,1992,3.66666666666667,7,0,无
2567,EDtv (1999),157,1999,3,4,1,无
3502,My Life (1993),134,1993,4,2,1,无
3543,Diner (1982),99,1982,5,15,1,无
3616,Loser (2000),146,2000,3,4,0,无
2744,Otello (1986),160,1986,4,2,0,无
3489,Hook (1991),188,1991,2,14,3,无
3088,Harvey (1950),125,1950,5,10,0,无
3591,Mr. Mom (1983),121,1983,3.5,14,0,无
3250,Alive (1993),127,1993,4,5,0,无
3555,U-571 (2000),124,2000,4,25,0,无
3056,Oxygen (1999),157,1999,3,1,0,无
3545,Cabaret (1972),127,1972,3,8,0,无
3672,Benji (1974),131,1974,4,3,0,无
3688,Porky's (1981),124,1981,2,7,1,无
3386,JFK (1991),143,1991,4,20,3,无
2949,Dr. No (1962),142,1962,4.33333333333333,18,1,无
2759,Dick (1999),145,1999,2.5,11,1,无
3404,Titanic (1953),169,1953,4,8,0,无
2985,Robocop (1987),178,1987,3.75,23,3,无
3903,Urbania (2000),102,2000,5,1,0,无
3763,F/X (1986),144,1986,4,13,1,无
3937,Runaway (1984),136,1984,4,4,0,无
3598,Hamlet (2000),98,2000,3.5,2,0,无
3898,Bait (2000),138,2000,3,1,0,无
2322,Soldier (1998),128,1998,2.625,8,1,无
3935,Kronos (1973),130,1973,2,1,0,无
3934,Kronos (1957),103,1957,4,1,0,无
1907,Mulan (1998),158,1998,4.07142857142857,14,2,无
915,Sabrina (1954),148,1954,3.8,10,2,无
938,Gigi (1958),164,1958,3.16666666666667,6,2,无
2904,Rain (1932),107,1932,5,1,0,无
3587,Inferno (1980),153,1980,3,1,0,无
3788,Blowup (1966),110,1966,4.5,4,0,无
2294,Antz (1998),160,1998,3.41176470588235,17,2,无
703,Boys (1996),137,1996,0,87,759,无
705,Cosi (1996),118,1996,0,339,187,无
1260,M (1931),175,1931,4.66666666666667,3,0,无
1232,Stalker (1979),169,1979,0,853,989,无
2877,Tommy (1975),185,1975,3.33333333333333,3,0,无
928,Rebecca (1940),162,1940,4.36363636363636,11,0,无
2282,Pecker (1998),118,1998,4,7,2,无
2687,Tarzan (1999),169,1999,4,11,1,无
1217,Ran (1985),105,1985,3,10,1,无
982,Picnic (1955),174,1955,4,2,0,无
26,Othello (1995),177,1995,4,2,1,无
3052,Dogma (1999),157,1999,4,13,2,无
16,Casino (1995),190,1995,4,17,3,无
2820,Hamlet (1964),145,1964,2,2,0,无
1552,Con Air (1997),90,1997,3.5,29,2,无
1029,Dumbo (1941),121,1941,3,15,3,无
1721,Titanic (1997),147,1997,3.85714285714286,42,3,无
3499,Misery (1990),164,1990,4.66666666666667,16,2,无
1287,Ben-Hur (1959),125,1959,5,18,3,无
3534,28 Days (2000),167,2000,4,13,1,无
24,Powder (1995),91,1995,3.5,16,1,无
2018,Bambi (1942),189,1942,3,17,3,无
2412,Rocky V (1990),150,1990,2,4,0,无
3702,Mad Max (1979),176,1979,4,25,3,无
3735,Serpico (1973),95,1973,3,8,0,无
2797,Big (1988),143,1988,3.66666666666667,33,5,无
3744,Shaft (2000),190,2000,4,11,2,无
2883,Mumford (1999),107,1999,3.66666666666667,5,1,无
1219,Psycho (1960),190,1960,4.5,21,1,无
3901,Duets (2000),129,2000,3,3,0,无
3604,Gypsy (1962),153,1962,5,3,1,无
3764,F/X 2 (1992),127,1992,3,6,0,无
3699,Starman (1984),127,1984,3.5,22,2,无
592,Batman (1989),168,1989,3.57142857142857,38,5,无
3793,X-Men (2000),177,2000,3.33333333333333,59,4,无
2167,Blade (1998),160,1998,4.5,18,1,无
